2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:06:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:57		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:58		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:06:59		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:00		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:01		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:02		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:03		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:04		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:05		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:06		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
